# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 220435, 194.78, 0.584992
hpce.fast_fourier_transform, 8, 8, 262144, 155.101, 0.523432
hpce.fast_fourier_transform, 8, 8, 311743, 162.756, 0.889752
hpce.fast_fourier_transform, 8, 8, 370727, 71.2571, 1.12076
hpce.fast_fourier_transform, 8, 8, 440871, 168.343, 1.15665
hpce.fast_fourier_transform, 8, 8, 524288, 159.571, 1.15717
hpce.fast_fourier_transform, 8, 8, 623487, 537.712, 1.9054
hpce.fast_fourier_transform, 8, 8, 741455, 428.475, 1.93507
hpce.fast_fourier_transform, 8, 8, 881743, 315.415, 2.90809
hpce.fast_fourier_transform, 8, 8, 1048576, 837.071, 3.07437
hpce.fast_fourier_transform, 8, 8, 1246974, 987.911, 4.90915
hpce.fast_fourier_transform, 8, 8, 1482910, 259.427, 4.93257
hpce.fast_fourier_transform, 8, 8, 1763487, 290.813, 6.03114
# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 16, 4.9362, 3.31212e-005
hpce.fast_fourier_transform, 8, 8, 19, 1.60788, 3.68532e-005
hpce.fast_fourier_transform, 8, 8, 22, 2.40711, 3.54537e-005
hpce.fast_fourier_transform, 8, 8, 26, 1.26226, 4.71161e-005
hpce.fast_fourier_transform, 8, 8, 32, 2.81322, 4.57166e-005
hpce.fast_fourier_transform, 8, 8, 38, 6.15568, 6.99744e-005
hpce.fast_fourier_transform, 8, 8, 45, 2.95318, 7.04409e-005
hpce.fast_fourier_transform, 8, 8, 53, 4.7473, 9.28327e-005
hpce.fast_fourier_transform, 8, 8, 64, 14.1985, 9.23662e-005
hpce.fast_fourier_transform, 8, 8, 76, 1.65633, 0.00014648
hpce.fast_fourier_transform, 8, 8, 90, 7.4357, 0.000140415
hpce.fast_fourier_transform, 8, 8, 107, 3.58678, 0.000186132
hpce.fast_fourier_transform, 8, 8, 128, 5.53084, 0.000185665
hpce.fast_fourier_transform, 8, 8, 152, 7.99258, 0.00052854
hpce.fast_fourier_transform, 8, 8, 181, 8.10526, 0.000434308
hpce.fast_fourier_transform, 8, 8, 215, 5.97507, 0.000454367
hpce.fast_fourier_transform, 8, 8, 256, 4.86155, 0.000450635
hpce.fast_fourier_transform, 8, 8, 304, 22.3973, 0.000734731
hpce.fast_fourier_transform, 8, 8, 362, 4.18397, 0.000734264
hpce.fast_fourier_transform, 8, 8, 430, 14.4137, 0.000950252
hpce.fast_fourier_transform, 8, 8, 512, 10.1029, 0.000911999
hpce.fast_fourier_transform, 8, 8, 608, 18.3152, 0.00158469
hpce.fast_fourier_transform, 8, 8, 724, 7.20496, 0.00151425
hpce.fast_fourier_transform, 8, 8, 861, 9.97479, 0.00203112
hpce.fast_fourier_transform, 8, 8, 1024, 19.7117, 0.00193549
hpce.fast_fourier_transform, 8, 8, 1217, 40.097, 0.00376415
hpce.fast_fourier_transform, 8, 8, 1448, 22.5895, 0.00374503
hpce.fast_fourier_transform, 8, 8, 1722, 16.3501, 0.00467522
hpce.fast_fourier_transform, 8, 8, 2048, 14.2226, 0.00467475
hpce.fast_fourier_transform, 8, 8, 2435, 34.4931, 0.00703289
hpce.fast_fourier_transform, 8, 8, 2896, 39.5912, 0.00589604
hpce.fast_fourier_transform, 8, 8, 3444, 25.428, 0.00788518
hpce.fast_fourier_transform, 8, 8, 4096, 27.2928, 0.00742708
hpce.fast_fourier_transform, 8, 8, 4870, 26.5156, 0.0115308
hpce.fast_fourier_transform, 8, 8, 5792, 47.4219, 0.0114021
hpce.fast_fourier_transform, 8, 8, 6888, 25.4685, 0.0146452
hpce.fast_fourier_transform, 8, 8, 8192, 74.8637, 0.016339
hpce.fast_fourier_transform, 8, 8, 9741, 55.1308, 0.0283233
hpce.fast_fourier_transform, 8, 8, 11585, 17.8966, 0.025104
hpce.fast_fourier_transform, 8, 8, 13777, 84.3912, 0.0359258
hpce.fast_fourier_transform, 8, 8, 16384, 77.7499, 0.0303339
hpce.fast_fourier_transform, 8, 8, 19483, 148.231, 0.0462479
hpce.fast_fourier_transform, 8, 8, 23170, 152.583, 0.0504753
hpce.fast_fourier_transform, 8, 8, 27554, 136.307, 0.0741411
hpce.fast_fourier_transform, 8, 8, 32768, 146.986, 0.0692662
hpce.fast_fourier_transform, 8, 8, 38967, 43.113, 0.113557
hpce.fast_fourier_transform, 8, 8, 46340, 100.126, 0.115921
hpce.fast_fourier_transform, 8, 8, 55108, 10.0104, 0.13662
hpce.fast_fourier_transform, 8, 8, 65536, 170.593, 0.135123
hpce.fast_fourier_transform, 8, 8, 77935, 210.73, 0.275531
hpce.fast_fourier_transform, 8, 8, 92681, 135.635, 0.191316
hpce.fast_fourier_transform, 8, 8, 110217, 36.6949, 0.251363
hpce.fast_fourier_transform, 8, 8, 131072, 102.951, 0.245068
hpce.fast_fourier_transform, 8, 8, 155871, 342.758, 0.358288
hpce.fast_fourier_transform, 8, 8, 185363, 167.773, 0.369408
hpce.fast_fourier_transform, 8, 8, 220435, 194.78, 0.427995
hpce.fast_fourier_transform, 8, 8, 262144, 155.101, 0.506264
hpce.fast_fourier_transform, 8, 8, 311743, 162.756, 0.690265
hpce.fast_fourier_transform, 8, 8, 370727, 71.2571, 0.790998
hpce.fast_fourier_transform, 8, 8, 440871, 168.343, 1.18138
hpce.fast_fourier_transform, 8, 8, 524288, 159.571, 1.03648
hpce.fast_fourier_transform, 8, 8, 623487, 537.712, 2.03721
hpce.fast_fourier_transform, 8, 8, 741455, 428.475, 1.67556
hpce.fast_fourier_transform, 8, 8, 881743, 315.415, 2.60245
hpce.fast_fourier_transform, 8, 8, 1048576, 837.071, 2.5953
hpce.fast_fourier_transform, 8, 8, 1246974, 987.911, 3.97609
hpce.fast_fourier_transform, 8, 8, 1482910, 259.427, 4.21355
hpce.fast_fourier_transform, 8, 8, 1763487, 290.813, 4.94574
hpce.fast_fourier_transform, 8, 8, 2097152, 753.578, 4.25871
hpce.fast_fourier_transform, 8, 8, 2493948, 963.293, 6.97053
# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 16, 4.9362, 3.07887e-005
hpce.fast_fourier_transform, 8, 8, 19, 1.60788, 3.49872e-005
hpce.fast_fourier_transform, 8, 8, 22, 2.40711, 3.40542e-005
hpce.fast_fourier_transform, 8, 8, 26, 1.26226, 4.47836e-005
hpce.fast_fourier_transform, 8, 8, 32, 2.81322, 4.38506e-005
hpce.fast_fourier_transform, 8, 8, 38, 6.15568, 6.76419e-005
hpce.fast_fourier_transform, 8, 8, 45, 2.95318, 6.76419e-005
hpce.fast_fourier_transform, 8, 8, 53, 4.7473, 8.95672e-005
hpce.fast_fourier_transform, 8, 8, 64, 14.1985, 8.81677e-005
hpce.fast_fourier_transform, 8, 8, 76, 1.65633, 0.000134351
hpce.fast_fourier_transform, 8, 8, 90, 7.4357, 0.000134351
hpce.fast_fourier_transform, 8, 8, 107, 3.58678, 0.000178668
hpce.fast_fourier_transform, 8, 8, 128, 5.53084, 0.000178668
hpce.fast_fourier_transform, 8, 8, 152, 7.99258, 0.000276166
hpce.fast_fourier_transform, 8, 8, 181, 8.10526, 0.000270568
hpce.fast_fourier_transform, 8, 8, 215, 5.97507, 0.000357802
hpce.fast_fourier_transform, 8, 8, 256, 4.86155, 0.000362001
hpce.fast_fourier_transform, 8, 8, 304, 22.3973, 0.000682483
hpce.fast_fourier_transform, 8, 8, 362, 4.18397, 0.000575189
hpce.fast_fourier_transform, 8, 8, 430, 14.4137, 0.000734731
hpce.fast_fourier_transform, 8, 8, 512, 10.1029, 0.000733331
hpce.fast_fourier_transform, 8, 8, 608, 18.3152, 0.00110933
hpce.fast_fourier_transform, 8, 8, 724, 7.20496, 0.00109673
hpce.fast_fourier_transform, 8, 8, 861, 9.97479, 0.00160661
hpce.fast_fourier_transform, 8, 8, 1024, 19.7117, 0.00142934
hpce.fast_fourier_transform, 8, 8, 1217, 40.097, 0.00244164
hpce.fast_fourier_transform, 8, 8, 1448, 22.5895, 0.00222518
hpce.fast_fourier_transform, 8, 8, 1722, 16.3501, 0.0029072
hpce.fast_fourier_transform, 8, 8, 2048, 14.2226, 0.00287455
hpce.fast_fourier_transform, 8, 8, 2435, 34.4931, 0.00598934
hpce.fast_fourier_transform, 8, 8, 2896, 39.5912, 0.00473353
hpce.fast_fourier_transform, 8, 8, 3444, 25.428, 0.00691393
hpce.fast_fourier_transform, 8, 8, 4096, 27.2928, 0.00981554
hpce.fast_fourier_transform, 8, 8, 4870, 26.5156, 0.0137234
hpce.fast_fourier_transform, 8, 8, 5792, 47.4219, 0.0134589
hpce.fast_fourier_transform, 8, 8, 6888, 25.4685, 0.0146162
hpce.fast_fourier_transform, 8, 8, 8192, 74.8637, 0.0138059
hpce.fast_fourier_transform, 8, 8, 9741, 55.1308, 0.0207199
hpce.fast_fourier_transform, 8, 8, 11585, 17.8966, 0.0232091
hpce.fast_fourier_transform, 8, 8, 13777, 84.3912, 0.0247303
hpce.fast_fourier_transform, 8, 8, 16384, 77.7499, 0.0236989
hpce.fast_fourier_transform, 8, 8, 19483, 148.231, 0.0387061
hpce.fast_fourier_transform, 8, 8, 23170, 152.583, 0.0353483
hpce.fast_fourier_transform, 8, 8, 27554, 136.307, 0.0429904
hpce.fast_fourier_transform, 8, 8, 32768, 146.986, 0.0447682
hpce.fast_fourier_transform, 8, 8, 38967, 43.113, 0.0681308
hpce.fast_fourier_transform, 8, 8, 46340, 100.126, 0.0680174
hpce.fast_fourier_transform, 8, 8, 55108, 10.0104, 0.10059
hpce.fast_fourier_transform, 8, 8, 65536, 170.593, 0.107058
hpce.fast_fourier_transform, 8, 8, 77935, 210.73, 0.174169
hpce.fast_fourier_transform, 8, 8, 92681, 135.635, 0.15797
hpce.fast_fourier_transform, 8, 8, 110217, 36.6949, 0.2542
hpce.fast_fourier_transform, 8, 8, 131072, 102.951, 0.2622
hpce.fast_fourier_transform, 8, 8, 155871, 342.758, 0.338537
hpce.fast_fourier_transform, 8, 8, 185363, 167.773, 0.352327
hpce.fast_fourier_transform, 8, 8, 220435, 194.78, 0.474884
hpce.fast_fourier_transform, 8, 8, 262144, 155.101, 0.521238
hpce.fast_fourier_transform, 8, 8, 311743, 162.756, 0.828643
hpce.fast_fourier_transform, 8, 8, 370727, 71.2571, 0.751981
hpce.fast_fourier_transform, 8, 8, 440871, 168.343, 0.969985
hpce.fast_fourier_transform, 8, 8, 524288, 159.571, 1.11733
hpce.fast_fourier_transform, 8, 8, 623487, 537.712, 1.58409
hpce.fast_fourier_transform, 8, 8, 741455, 428.475, 1.67917
hpce.fast_fourier_transform, 8, 8, 881743, 315.415, 2.17236
hpce.fast_fourier_transform, 8, 8, 1048576, 837.071, 2.17638
hpce.fast_fourier_transform, 8, 8, 1246974, 987.911, 2.9798
hpce.fast_fourier_transform, 8, 8, 1482910, 259.427, 3.05149
hpce.fast_fourier_transform, 8, 8, 1763487, 290.813, 3.82702
hpce.fast_fourier_transform, 8, 8, 2097152, 753.578, 3.79416
hpce.fast_fourier_transform, 8, 8, 2493948, 963.293, 6.57086
# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 16, 4.9362, 2.84562e-005
hpce.fast_fourier_transform, 8, 8, 19, 1.60788, 3.21882e-005
hpce.fast_fourier_transform, 8, 8, 22, 2.40711, 3.17217e-005
hpce.fast_fourier_transform, 8, 8, 26, 1.26226, 4.15181e-005
hpce.fast_fourier_transform, 8, 8, 32, 2.81322, 4.01186e-005
hpce.fast_fourier_transform, 8, 8, 38, 6.15568, 6.15774e-005
hpce.fast_fourier_transform, 8, 8, 45, 2.95318, 6.20439e-005
hpce.fast_fourier_transform, 8, 8, 53, 4.7473, 8.16368e-005
hpce.fast_fourier_transform, 8, 8, 64, 14.1985, 8.11703e-005
hpce.fast_fourier_transform, 8, 8, 76, 1.65633, 0.000123155
hpce.fast_fourier_transform, 8, 8, 90, 7.4357, 0.000123155
hpce.fast_fourier_transform, 8, 8, 107, 3.58678, 0.00016374
hpce.fast_fourier_transform, 8, 8, 128, 5.53084, 0.000163274
hpce.fast_fourier_transform, 8, 8, 152, 7.99258, 0.000253774
hpce.fast_fourier_transform, 8, 8, 181, 8.10526, 0.000248176
hpce.fast_fourier_transform, 8, 8, 215, 5.97507, 0.000331212
hpce.fast_fourier_transform, 8, 8, 256, 4.86155, 0.000328413
hpce.fast_fourier_transform, 8, 8, 304, 22.3973, 0.000502882
hpce.fast_fourier_transform, 8, 8, 362, 4.18397, 0.000499617
hpce.fast_fourier_transform, 8, 8, 430, 14.4137, 0.000659625
hpce.fast_fourier_transform, 8, 8, 512, 10.1029, 0.000666156
hpce.fast_fourier_transform, 8, 8, 608, 18.3152, 0.00120729
hpce.fast_fourier_transform, 8, 8, 724, 7.20496, 0.000995036
hpce.fast_fourier_transform, 8, 8, 861, 9.97479, 0.00137243
hpce.fast_fourier_transform, 8, 8, 1024, 19.7117, 0.0014536
hpce.fast_fourier_transform, 8, 8, 1217, 40.097, 0.00211649
hpce.fast_fourier_transform, 8, 8, 1448, 22.5895, 0.00198867
hpce.fast_fourier_transform, 8, 8, 1722, 16.3501, 0.00260678
hpce.fast_fourier_transform, 8, 8, 2048, 14.2226, 0.00261191
hpce.fast_fourier_transform, 8, 8, 2435, 34.4931, 0.00399554
hpce.fast_fourier_transform, 8, 8, 2896, 39.5912, 0.00451381
hpce.fast_fourier_transform, 8, 8, 3444, 25.428, 0.00503629
hpce.fast_fourier_transform, 8, 8, 4096, 27.2928, 0.00514172
hpce.fast_fourier_transform, 8, 8, 4870, 26.5156, 0.00906961
hpce.fast_fourier_transform, 8, 8, 5792, 47.4219, 0.00805732
hpce.fast_fourier_transform, 8, 8, 6888, 25.4685, 0.0132984
hpce.fast_fourier_transform, 8, 8, 8192, 74.8637, 0.0139949
hpce.fast_fourier_transform, 8, 8, 9741, 55.1308, 0.0230514
hpce.fast_fourier_transform, 8, 8, 11585, 17.8966, 0.0300111
hpce.fast_fourier_transform, 8, 8, 13777, 84.3912, 0.0399885
hpce.fast_fourier_transform, 8, 8, 16384, 77.7499, 0.0393876
hpce.fast_fourier_transform, 8, 8, 19483, 148.231, 0.0534767
hpce.fast_fourier_transform, 8, 8, 23170, 152.583, 0.0491645
hpce.fast_fourier_transform, 8, 8, 27554, 136.307, 0.0601266
hpce.fast_fourier_transform, 8, 8, 32768, 146.986, 0.0586339
hpce.fast_fourier_transform, 8, 8, 38967, 43.113, 0.0915204
hpce.fast_fourier_transform, 8, 8, 46340, 100.126, 0.0910954
hpce.fast_fourier_transform, 8, 8, 55108, 10.0104, 0.117565
hpce.fast_fourier_transform, 8, 8, 65536, 170.593, 0.121833
hpce.fast_fourier_transform, 8, 8, 77935, 210.73, 0.159254
hpce.fast_fourier_transform, 8, 8, 92681, 135.635, 0.169547
hpce.fast_fourier_transform, 8, 8, 110217, 36.6949, 0.216401
hpce.fast_fourier_transform, 8, 8, 131072, 102.951, 0.218733
hpce.fast_fourier_transform, 8, 8, 155871, 342.758, 0.342327
hpce.fast_fourier_transform, 8, 8, 185363, 167.773, 0.368325
hpce.fast_fourier_transform, 8, 8, 220435, 194.78, 0.483596
hpce.fast_fourier_transform, 8, 8, 262144, 155.101, 0.441916
hpce.fast_fourier_transform, 8, 8, 311743, 162.756, 0.598927
hpce.fast_fourier_transform, 8, 8, 370727, 71.2571, 0.608141
hpce.fast_fourier_transform, 8, 8, 440871, 168.343, 0.911226
hpce.fast_fourier_transform, 8, 8, 524288, 159.571, 0.787002
hpce.fast_fourier_transform, 8, 8, 623487, 537.712, 1.14221
hpce.fast_fourier_transform, 8, 8, 741455, 428.475, 1.22955
hpce.fast_fourier_transform, 8, 8, 881743, 315.415, 1.48205
hpce.fast_fourier_transform, 8, 8, 1048576, 837.071, 1.65616
hpce.fast_fourier_transform, 8, 8, 1246974, 987.911, 2.45491
hpce.fast_fourier_transform, 8, 8, 1482910, 259.427, 2.73098
hpce.fast_fourier_transform, 8, 8, 1763487, 290.813, 3.85673
hpce.fast_fourier_transform, 8, 8, 2097152, 753.578, 3.938
hpce.fast_fourier_transform, 8, 8, 2493948, 963.293, 6.1501
# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 16, 4.9362, 3.07887e-005
hpce.fast_fourier_transform, 8, 8, 19, 1.60788, 3.49872e-005
hpce.fast_fourier_transform, 8, 8, 22, 2.40711, 3.40542e-005
hpce.fast_fourier_transform, 8, 8, 26, 1.26226, 4.47836e-005
hpce.fast_fourier_transform, 8, 8, 32, 2.81322, 4.38506e-005
hpce.fast_fourier_transform, 8, 8, 38, 6.15568, 6.76419e-005
hpce.fast_fourier_transform, 8, 8, 45, 2.95318, 6.71754e-005
hpce.fast_fourier_transform, 8, 8, 53, 4.7473, 8.91007e-005
hpce.fast_fourier_transform, 8, 8, 64, 14.1985, 8.86342e-005
hpce.fast_fourier_transform, 8, 8, 76, 1.65633, 0.000134817
hpce.fast_fourier_transform, 8, 8, 90, 7.4357, 0.000134351
hpce.fast_fourier_transform, 8, 8, 107, 3.58678, 0.000178201
hpce.fast_fourier_transform, 8, 8, 128, 5.53084, 0.000178201
hpce.fast_fourier_transform, 8, 8, 152, 7.99258, 0.000276166
hpce.fast_fourier_transform, 8, 8, 181, 8.10526, 0.000270568
hpce.fast_fourier_transform, 8, 8, 215, 5.97507, 0.000358269
hpce.fast_fourier_transform, 8, 8, 256, 4.86155, 0.000360601
hpce.fast_fourier_transform, 8, 8, 304, 22.3973, 0.000552798
hpce.fast_fourier_transform, 8, 8, 362, 4.18397, 0.000543934
hpce.fast_fourier_transform, 8, 8, 430, 14.4137, 0.0007268
hpce.fast_fourier_transform, 8, 8, 512, 10.1029, 0.000691813
hpce.fast_fourier_transform, 8, 8, 608, 18.3152, 0.00105428
hpce.fast_fourier_transform, 8, 8, 724, 7.20496, 0.00104822
hpce.fast_fourier_transform, 8, 8, 861, 9.97479, 0.00139669
hpce.fast_fourier_transform, 8, 8, 1024, 19.7117, 0.00139156
hpce.fast_fourier_transform, 8, 8, 1217, 40.097, 0.00224991
hpce.fast_fourier_transform, 8, 8, 1448, 22.5895, 0.00213655
hpce.fast_fourier_transform, 8, 8, 1722, 16.3501, 0.00284003
hpce.fast_fourier_transform, 8, 8, 2048, 14.2226, 0.0028181
hpce.fast_fourier_transform, 8, 8, 2435, 34.4931, 0.00412616
hpce.fast_fourier_transform, 8, 8, 2896, 39.5912, 0.00413269
hpce.fast_fourier_transform, 8, 8, 3444, 25.428, 0.00540902
hpce.fast_fourier_transform, 8, 8, 4096, 27.2928, 0.00529473
hpce.fast_fourier_transform, 8, 8, 4870, 26.5156, 0.00794162
hpce.fast_fourier_transform, 8, 8, 5792, 47.4219, 0.00788378
hpce.fast_fourier_transform, 8, 8, 6888, 25.4685, 0.0100688
hpce.fast_fourier_transform, 8, 8, 8192, 74.8637, 0.00977915
hpce.fast_fourier_transform, 8, 8, 9741, 55.1308, 0.0148173
hpce.fast_fourier_transform, 8, 8, 11585, 17.8966, 0.0147422
hpce.fast_fourier_transform, 8, 8, 13777, 84.3912, 0.0194669
hpce.fast_fourier_transform, 8, 8, 16384, 77.7499, 0.0196287
hpce.fast_fourier_transform, 8, 8, 19483, 148.231, 0.0295287
hpce.fast_fourier_transform, 8, 8, 23170, 152.583, 0.0303847
hpce.fast_fourier_transform, 8, 8, 27554, 136.307, 0.0406332
hpce.fast_fourier_transform, 8, 8, 32768, 146.986, 0.0392719
hpce.fast_fourier_transform, 8, 8, 38967, 43.113, 0.0664323
hpce.fast_fourier_transform, 8, 8, 46340, 100.126, 0.0622455
hpce.fast_fourier_transform, 8, 8, 55108, 10.0104, 0.0923079
hpce.fast_fourier_transform, 8, 8, 65536, 170.593, 0.0909154
hpce.fast_fourier_transform, 8, 8, 77935, 210.73, 0.141673
hpce.fast_fourier_transform, 8, 8, 92681, 135.635, 0.149295
hpce.fast_fourier_transform, 8, 8, 110217, 36.6949, 0.19633
hpce.fast_fourier_transform, 8, 8, 131072, 102.951, 0.198028
hpce.fast_fourier_transform, 8, 8, 155871, 342.758, 0.322205
hpce.fast_fourier_transform, 8, 8, 185363, 167.773, 0.33522
hpce.fast_fourier_transform, 8, 8, 220435, 194.78, 0.420674
hpce.fast_fourier_transform, 8, 8, 262144, 155.101, 0.370203
hpce.fast_fourier_transform, 8, 8, 311743, 162.756, 0.748281
hpce.fast_fourier_transform, 8, 8, 370727, 71.2571, 0.830885
hpce.fast_fourier_transform, 8, 8, 440871, 168.343, 1.13728
hpce.fast_fourier_transform, 8, 8, 524288, 159.571, 0.875385
hpce.fast_fourier_transform, 8, 8, 623487, 537.712, 1.25589
hpce.fast_fourier_transform, 8, 8, 741455, 428.475, 1.20525
hpce.fast_fourier_transform, 8, 8, 881743, 315.415, 1.59173
hpce.fast_fourier_transform, 8, 8, 1048576, 837.071, 1.50754
hpce.fast_fourier_transform, 8, 8, 1246974, 987.911, 2.342
hpce.fast_fourier_transform, 8, 8, 1482910, 259.427, 2.46087
hpce.fast_fourier_transform, 8, 8, 1763487, 290.813, 3.05481
hpce.fast_fourier_transform, 8, 8, 2097152, 753.578, 3.39797
hpce.fast_fourier_transform, 8, 8, 2493948, 963.293, 5.09813
# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 16, 4.9362, 3.07887e-005
hpce.fast_fourier_transform, 8, 8, 19, 1.60788, 3.49872e-005
hpce.fast_fourier_transform, 8, 8, 22, 2.40711, 3.49872e-005
hpce.fast_fourier_transform, 8, 8, 26, 1.26226, 4.52501e-005
hpce.fast_fourier_transform, 8, 8, 32, 2.81322, 4.43171e-005
hpce.fast_fourier_transform, 8, 8, 38, 6.15568, 6.76419e-005
hpce.fast_fourier_transform, 8, 8, 45, 2.95318, 6.71754e-005
hpce.fast_fourier_transform, 8, 8, 53, 4.7473, 8.95672e-005
hpce.fast_fourier_transform, 8, 8, 64, 14.1985, 8.91007e-005
hpce.fast_fourier_transform, 8, 8, 76, 1.65633, 0.000135284
hpce.fast_fourier_transform, 8, 8, 90, 7.4357, 0.00013575
hpce.fast_fourier_transform, 8, 8, 107, 3.58678, 0.000180067
hpce.fast_fourier_transform, 8, 8, 128, 5.53084, 0.000180067
hpce.fast_fourier_transform, 8, 8, 152, 7.99258, 0.000279431
hpce.fast_fourier_transform, 8, 8, 181, 8.10526, 0.000272434
hpce.fast_fourier_transform, 8, 8, 215, 5.97507, 0.000564926
hpce.fast_fourier_transform, 8, 8, 256, 4.86155, 0.000573323
hpce.fast_fourier_transform, 8, 8, 304, 22.3973, 0.000861151
hpce.fast_fourier_transform, 8, 8, 362, 4.18397, 0.00084529
hpce.fast_fourier_transform, 8, 8, 430, 14.4137, 0.00111073
hpce.fast_fourier_transform, 8, 8, 512, 10.1029, 0.00111026
hpce.fast_fourier_transform, 8, 8, 608, 18.3152, 0.00161128
hpce.fast_fourier_transform, 8, 8, 724, 7.20496, 0.00171764
hpce.fast_fourier_transform, 8, 8, 861, 9.97479, 0.00181
hpce.fast_fourier_transform, 8, 8, 1024, 19.7117, 0.00157116
hpce.fast_fourier_transform, 8, 8, 1217, 40.097, 0.00629583
hpce.fast_fourier_transform, 8, 8, 1448, 22.5895, 0.00274579
hpce.fast_fourier_transform, 8, 8, 1722, 16.3501, 0.00361114
hpce.fast_fourier_transform, 8, 8, 2048, 14.2226, 0.00361488
hpce.fast_fourier_transform, 8, 8, 2435, 34.4931, 0.0057239
hpce.fast_fourier_transform, 8, 8, 2896, 39.5912, 0.00574163
hpce.fast_fourier_transform, 8, 8, 3444, 25.428, 0.0113596
hpce.fast_fourier_transform, 8, 8, 4096, 27.2928, 0.00665363
hpce.fast_fourier_transform, 8, 8, 4870, 26.5156, 0.0101118
hpce.fast_fourier_transform, 8, 8, 5792, 47.4219, 0.010268
hpce.fast_fourier_transform, 8, 8, 6888, 25.4685, 0.012218
hpce.fast_fourier_transform, 8, 8, 8192, 74.8637, 0.0121671
hpce.fast_fourier_transform, 8, 8, 9741, 55.1308, 0.0208127
hpce.fast_fourier_transform, 8, 8, 11585, 17.8966, 0.020245
hpce.fast_fourier_transform, 8, 8, 13777, 84.3912, 0.0257636
hpce.fast_fourier_transform, 8, 8, 16384, 77.7499, 0.0340976
hpce.fast_fourier_transform, 8, 8, 19483, 148.231, 0.0480915
hpce.fast_fourier_transform, 8, 8, 23170, 152.583, 0.040329
hpce.fast_fourier_transform, 8, 8, 27554, 136.307, 0.0529281
hpce.fast_fourier_transform, 8, 8, 32768, 146.986, 0.0516173
hpce.fast_fourier_transform, 8, 8, 38967, 43.113, 0.0793757
hpce.fast_fourier_transform, 8, 8, 46340, 100.126, 0.0764857
hpce.fast_fourier_transform, 8, 8, 55108, 10.0104, 0.0972047
hpce.fast_fourier_transform, 8, 8, 65536, 170.593, 0.087982
hpce.fast_fourier_transform, 8, 8, 77935, 210.73, 0.147215
hpce.fast_fourier_transform, 8, 8, 92681, 135.635, 0.151389
hpce.fast_fourier_transform, 8, 8, 110217, 36.6949, 0.188585
hpce.fast_fourier_transform, 8, 8, 131072, 102.951, 0.198025
hpce.fast_fourier_transform, 8, 8, 155871, 342.758, 0.312617
hpce.fast_fourier_transform, 8, 8, 185363, 167.773, 0.303681
hpce.fast_fourier_transform, 8, 8, 220435, 194.78, 0.418126
hpce.fast_fourier_transform, 8, 8, 262144, 155.101, 0.355818
hpce.fast_fourier_transform, 8, 8, 311743, 162.756, 0.618082
hpce.fast_fourier_transform, 8, 8, 370727, 71.2571, 0.625882
hpce.fast_fourier_transform, 8, 8, 440871, 168.343, 0.856047
hpce.fast_fourier_transform, 8, 8, 524288, 159.571, 0.799852
hpce.fast_fourier_transform, 8, 8, 623487, 537.712, 1.10979
hpce.fast_fourier_transform, 8, 8, 741455, 428.475, 1.19319
hpce.fast_fourier_transform, 8, 8, 881743, 315.415, 1.51587
hpce.fast_fourier_transform, 8, 8, 1048576, 837.071, 1.57739
hpce.fast_fourier_transform, 8, 8, 1246974, 987.911, 2.70011
hpce.fast_fourier_transform, 8, 8, 1482910, 259.427, 2.62342
hpce.fast_fourier_transform, 8, 8, 1763487, 290.813, 3.19757
hpce.fast_fourier_transform, 8, 8, 2097152, 753.578, 3.46942
hpce.fast_fourier_transform, 8, 8, 2493948, 963.293, 4.95293
hpce.fast_fourier_transform, 8, 8, 2965820, 564.661, 4.88829
hpce.fast_fourier_transform, 8, 8, 3526975, 1529.42, 6.28393
# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 16, 4.9362, 3.59202e-005
hpce.fast_fourier_transform, 8, 8, 19, 1.60788, 4.52501e-005
hpce.fast_fourier_transform, 8, 8, 22, 2.40711, 3.96521e-005
hpce.fast_fourier_transform, 8, 8, 26, 1.26226, 5.2714e-005
hpce.fast_fourier_transform, 8, 8, 32, 2.81322, 0.000100763
hpce.fast_fourier_transform, 8, 8, 38, 6.15568, 0.000120822
hpce.fast_fourier_transform, 8, 8, 45, 2.95318, 7.88378e-005
hpce.fast_fourier_transform, 8, 8, 53, 4.7473, 0.000104029
hpce.fast_fourier_transform, 8, 8, 64, 14.1985, 0.000103096
hpce.fast_fourier_transform, 8, 8, 76, 1.65633, 0.000334944
hpce.fast_fourier_transform, 8, 8, 90, 7.4357, 0.000281297
hpce.fast_fourier_transform, 8, 8, 107, 3.58678, 0.000466962
hpce.fast_fourier_transform, 8, 8, 128, 5.53084, 0.0003648
hpce.fast_fourier_transform, 8, 8, 152, 7.99258, 0.00056446
hpce.fast_fourier_transform, 8, 8, 181, 8.10526, 0.0004553
hpce.fast_fourier_transform, 8, 8, 215, 5.97507, 0.000417047
hpce.fast_fourier_transform, 8, 8, 256, 4.86155, 0.000428243
