# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 2896, 39.5912, 0.000512212
hpce.fast_fourier_transform, 8, 8, 3444, 25.428, 0.000652628
hpce.fast_fourier_transform, 8, 8, 4096, 27.2928, 0.000702076
hpce.fast_fourier_transform, 8, 8, 4870, 26.5156, 0.00114198
hpce.fast_fourier_transform, 8, 8, 5792, 47.4219, 0.00104215
hpce.fast_fourier_transform, 8, 8, 6888, 25.4685, 0.00127493
hpce.fast_fourier_transform, 8, 8, 8192, 74.8637, 0.00126327
hpce.fast_fourier_transform, 8, 8, 9741, 55.1308, 0.00214775
hpce.fast_fourier_transform, 8, 8, 11585, 17.8966, 0.00198541
hpce.fast_fourier_transform, 8, 8, 13777, 84.3912, 0.0030019
hpce.fast_fourier_transform, 8, 8, 16384, 77.7499, 0.00279338
hpce.fast_fourier_transform, 8, 8, 19483, 148.231, 0.00433328
hpce.fast_fourier_transform, 8, 8, 23170, 152.583, 0.00480211
hpce.fast_fourier_transform, 8, 8, 27554, 136.307, 0.00544634
hpce.fast_fourier_transform, 8, 8, 32768, 146.986, 0.00591097
hpce.fast_fourier_transform, 8, 8, 38967, 43.113, 0.0102107
hpce.fast_fourier_transform, 8, 8, 46340, 100.126, 0.00933365
hpce.fast_fourier_transform, 8, 8, 55108, 10.0104, 0.011514
hpce.fast_fourier_transform, 8, 8, 65536, 170.593, 0.0149582
hpce.fast_fourier_transform, 8, 8, 77935, 210.73, 0.0201652
hpce.fast_fourier_transform, 8, 8, 92681, 135.635, 0.020099
hpce.fast_fourier_transform, 8, 8, 110217, 36.6949, 0.0247443
hpce.fast_fourier_transform, 8, 8, 131072, 102.951, 0.0234671
hpce.fast_fourier_transform, 8, 8, 155871, 342.758, 0.0394529
hpce.fast_fourier_transform, 8, 8, 185363, 167.773, 0.0436589
hpce.fast_fourier_transform, 8, 8, 220435, 194.78, 0.0471385
hpce.fast_fourier_transform, 8, 8, 262144, 155.101, 0.0427716
hpce.fast_fourier_transform, 8, 8, 311743, 162.756, 0.0749556
hpce.fast_fourier_transform, 8, 8, 370727, 71.2571, 0.0787296
hpce.fast_fourier_transform, 8, 8, 440871, 168.343, 0.0917177
hpce.fast_fourier_transform, 8, 8, 524288, 159.571, 0.0855273
hpce.fast_fourier_transform, 8, 8, 623487, 537.712, 0.158891
hpce.fast_fourier_transform, 8, 8, 741455, 428.475, 0.159172
hpce.fast_fourier_transform, 8, 8, 881743, 315.415, 0.19948
hpce.fast_fourier_transform, 8, 8, 1048576, 837.071, 0.189868
hpce.fast_fourier_transform, 8, 8, 1246974, 987.911, 0.336766
hpce.fast_fourier_transform, 8, 8, 1482910, 259.427, 0.338434
hpce.fast_fourier_transform, 8, 8, 1763487, 290.813, 0.423371
hpce.fast_fourier_transform, 8, 8, 2097152, 753.578, 0.379446
hpce.fast_fourier_transform, 8, 8, 2493948, 963.293, 0.663365
hpce.fast_fourier_transform, 8, 8, 2965820, 564.661, 0.692708
hpce.fast_fourier_transform, 8, 8, 3526975, 1529.42, 0.826067
hpce.fast_fourier_transform, 8, 8, 4194304, 2519.66, 0.795926
hpce.fast_fourier_transform, 8, 8, 4987896, 1408.64, 1.42455
hpce.fast_fourier_transform, 8, 8, 5931641, 843.853, 1.40608
hpce.fast_fourier_transform, 8, 8, 7053950, 1603.93, 1.67199
hpce.fast_fourier_transform, 8, 8, 8388608, 1248.03, 1.69502
hpce.fast_fourier_transform, 8, 8, 9975792, 2024.09, 2.74102
hpce.fast_fourier_transform, 8, 8, 11863283, 2915.84, 2.84802
hpce.fast_fourier_transform, 8, 8, 14107900, 2547.17, 3.32144
hpce.fast_fourier_transform, 8, 8, 16777216, 2285.4, 3.33144
hpce.fast_fourier_transform, 8, 8, 19951584, 3685.35, 5.5365
# name, allowedP, trueP, n, [sentinel], time
hpce.fast_fourier_transform, 8, 8, 16, 4.9362, 0.00012782
hpce.fast_fourier_transform, 8, 8, 19, 1.60788, 3.31212e-005
